id,drugbank_id,name,type,groups,categories,SMILES,PubChem_CID
2790,DB02962,Benzimidazole,small molecule,experimental|investigational,"Anthelmintics|Anti-Infective Agents|Antiparasitic Agents|Heterocyclic Compounds, Fused-Ring",N1C=NC2=CC=CC=C12,5798
2791,DB02963,"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",small molecule,experimental,,CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1,5287989
2792,DB02964,"8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",small molecule,experimental,,OC[C@H]1O[C@@]2(NC(=S)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,4369162
2793,DB02965,Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine,small molecule,experimental,,[H][C@](N)(CCCN[P@@](N)(=O)NS(O)(=O)=O)C(O)=O,9543429
2794,DB02966,Fluoro-Willardiine,small molecule,experimental,,N[C@@H](CN1C=C(F)C(=O)NC1=O)C(O)=O,126569
2795,DB02967,N-Ethylmaleimide,small molecule,experimental,"Compounds used in a research, industrial, or household setting",CCN1C(=O)C=CC1=O,4362
2796,DB02968,Penicillin G Acyl-Serine,small molecule,experimental,Agents causing hyperkalemia,[H][C@](N)(COC(=O)[C@@]([H])(N=C([O-])CC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1)C([O-])=O,131704224
2797,DB02969,5-(2-hydroxyethyl)-4-methylthiazole,small molecule,experimental,Sulfur Compounds,CC1=C(CCO)SC=N1,1136
2798,DB02970,2-Propyl-Aniline,small molecule,experimental,,CCCC1=CC=CC=C1N,15759
2799,DB02971,2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid,small molecule,experimental,,[H][C@](N)(CCOCCN)C(O)=O,446250
2800,DB02972,1-Benzyl-(R)-Propylamine,small molecule,experimental,,CC[C@H](N)CC1=CC=CC=C1,40472480
2801,DB02973,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,small molecule,experimental,,NS(=O)(=O)C1=CC=C(C=C1)\N=N\C1=C2C=C(Br)C=CC2=NC1=O,1707
2802,DB02974,4-(4-Chlorophenyl)Imidazole,small molecule,experimental,,ClC1=CC=C(C=C1)C1=CN=CN1,448632
2803,DB02975,GE-2270A,small molecule,experimental,"Amino Acids, Peptides, and Proteins|Anti-Bacterial Agents|Anti-Infective Agents|Peptides|Sulfur Compounds",[H][C@]1(NC(=O)CNC(=O)C2=C(COC)SC(=N2)[C@@H](NC(=O)C2=C(C)SC(=N2)[C@H](CC(=O)NC)NC(=O)C2=CSC(=N2)C2=CC=C(N=C2C2=CSC(=N2)C2=CSC1=N2)C1=NC(=CS1)C1=N[C@@H](CO1)C(=O)N1CCC[C@H]1C(N)=O)C(C)C)[C@@H](O)C1=CC=CC=C1,16186054
2804,DB02976,Uridine-5'-diphosphate-2-deoxy-2-fluorogalactose,small molecule,experimental,,[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@]3([H])F)[C@@H](O)[C@H]2O)C1=O,445795
2805,DB02977,PNU177836,small molecule,experimental,,[H][C@@](O)(N[C@@]([H])(CC1=CC=CC=C1)[C@]([H])(O)N[C@@]([H])(CC1=CC(C(O)=O)=C(OCC(O)=O)C=C1)[C@@]([H])(O)NCCCCC)OC(C)(C)C,5289442
2806,DB02978,Beta-Hydroxyleucine,small molecule,experimental,"Amino Acids|Amino Acids, Branched-Chain|Amino Acids, Essential|Amino Acids, Peptides, and Proteins",CC(C)[C@H](O)[C@H](N)C(O)=O,6994741
2807,DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",small molecule,experimental,,CS\C(N)=N\CCCCCCCCCCCCCC\N=C(/N)SC,11740154
2808,DB02980,Thymidine-5'-(dithio)phosphate,small molecule,experimental,,[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](O)[C@@H](COP(O)(S)=S)O1,6858204
2809,DB02981,Vitamin B6 Complexed with 2-Amino-Hexanoic Acid,small molecule,experimental,,[H][C@@](CCCC)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,444862
2810,DB02982,Bombykol,small molecule,experimental,Alcohols|Lipids,[H]\C(CCC)=C(/[H])\C(\[H])=C(/[H])CCCCCCCCCO,445128
2811,DB02983,Para-Mercury-Benzenesulfonic Acid,small molecule,experimental,,OS(=O)(=O)C1=CC=C([Hg])C=C1,65258
2812,DB02984,"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline",small molecule,experimental,,COC1=CC2=NC=NC(NC3=CC(SC)=CC=C3)=C2C=C1OC,1714
2813,DB02985,8-iodo-guanine,small molecule,experimental,,NC1=NC(=O)C2=C(N1)N=C(I)N2,444737
2814,DB02986,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",small molecule,experimental,,NS(=O)(=O)C1=CC=C(S1)S(=O)(=O)NCC1=CC=CS1,4293
2815,DB02987,Cysteine-S-acetamide,small molecule,experimental,"Amino Acids|Amino Acids, Neutral|Amino Acids, Peptides, and Proteins|Amino Acids, Sulfur|Sulfhydryl Compounds|Sulfur Compounds",N[C@@H](CSCC(N)=O)C(O)=O,17754220
2816,DB02988,Imino-Tryptophan,small molecule,experimental,,[H]N=C(CC1=CNC2=CC=CC=C12)C(O)=O,5599
2817,DB02989,CRA_10972,small molecule,experimental,,CC(C)COC1=CC=CC(C2=NC3=C(N2)C=C(Cl)C(=C3)C(N)=N)=C1O,5326669
2818,DB02990,S-(2-Acetamidoethyl) hexadecanethioate,small molecule,experimental,,CCCCCCCCCCCCCCCC(=O)SCCNC(C)=O,3378216
2819,DB02991,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,small molecule,experimental,,CCS\C(N)=N\C1=CC=C(C=C1)C(F)(F)F,3311
2820,DB02992,1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol,small molecule,experimental,,[H][C@@](O)(CNCP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,447811
2821,DB02993,8-Methyl-9-Oxoguanine,small molecule,experimental,,CC1=NC2=C(O1)N=C(N)NC2=O,446312
2822,DB02994,Cacodylic acid,small molecule,experimental,"Agrochemicals|Arsenicals|Compounds used in a research, industrial, or household setting|Herbicides|Organometallic Compounds|Pesticides|Toxic Actions",C[As](C)(O)=O,2513
2823,DB02995,Cyclohexylammonium Ion,small molecule,experimental,,[NH3+]C1CCCCC1,1549093
2824,DB02996,2-(Thiomethylene)-4-Methylpentanoic Acid,small molecule,experimental,,[H][C@](CS)(CC(C)C)C(O)=O,17754166
2825,DB02998,Metribolone,small molecule,experimental,Estranes|Estrenes|Fused-Ring Compounds|Steroids,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],261000
2826,DB02999,Quisqualic acid,small molecule,experimental,"Amino Acids|Amino Acids, Peptides, and Proteins|Excitatory Amino Acid Agents|Excitatory Amino Acid Agonists|Neurotransmitter Agents|Oxadiazoles|Oxazoles",N[C@@H](CN1OC(=O)NC1=O)C(O)=O,40539
2827,DB03000,S-9-(2-hydroxypropyl)adenine,small molecule,experimental,,[H][C@@](C)(O)CN1C=NC2=C(N)N=CN=C12,445210
2828,DB03001,Peridinin,small molecule,experimental,"Alkenes|Biological Factors|Cyclohexanes|Cyclohexenes|Cycloparaffins|Hydrocarbons, Acyclic|Pigments, Biological|Polyenes|Terpenes",CC(=O)O[C@H]1CC(C)(C)C(=C=C\C(C)=C\C=C\C=C\C=C(/C)\C=C2/OC(=O)C(\C=C\[C@@]34O[C@]3(C)C[C@@H](O)CC4(C)C)=C2)[C@](C)(O)C1,5289155
2829,DB03002,p-Iodophenol,small molecule,experimental,"Benzene Derivatives|Hydrocarbons, Halogenated|Hydrocarbons, Iodinated",OC1=CC=C(I)C=C1,10894
2830,DB03003,Glutathione sulfonic acid,small molecule,experimental,,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CS(O)(=O)=O)C(=O)N([H])CC(O)=O)C(O)=O,444104
2831,DB03004,"(2S)-2-amino-6-[[(3R,4R)-1-[(1S)-1-carboxy-2-[(S)-methylsulfinyl]ethyl]-2-oxo-4-sulfanylazetidin-3-yl]amino]-6-oxohexanoic acid",small molecule,experimental,,[H]N([H])[C@@H](CCCC(=O)N([H])[C@@H]1C(=O)N([C@H](C[S@](C)=O)C(O)=O)[C@]1([H])S)C(O)=O,9600398
2832,DB03005,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",small molecule,experimental,,NC1=CC2=C(C=C1)C1=CC=C(N)C=C1C(C1=CC=CC=C1)=[N+]2CCCCCCC1=CN=NN1CCNC1=C2CCCCC2=NC2=C1C=CC=C2,5289508
2833,DB03006,Arsanilic acid,small molecule,experimental|vet_approved,"Adjuvants, Immunologic|Alkenes|Anti-Infective Agents|Arsenicals|Compounds used in a research, industrial, or household setting|Hydrocarbons, Acyclic|Immunologic Factors|Organometallic Compounds|Protective Agents|Radiation-Protective Agents|Tellurium",NC1=CC=C(C=C1)[As](O)(O)=O,7389
2834,DB03007,"9r,13r-Opda",small molecule,experimental,,[H][C@@]1(CCCCCCCC(O)=O)C=CC(=O)[C@]1([H])CC=CCC,49867442
2835,DB03008,5-fluoro-beta-L-gulosyl fluoride,small molecule,experimental,Carbohydrates|Monosaccharides,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(O)[C@](F)(CO)OC1([H])F,131704225
2836,DB03009,2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone,small molecule,experimental,,[H]N1C(SCC(=O)N2CCCCC2)=NC(=O)C=C1C(F)(F)F,448768
2837,DB03010,Patupilone,small molecule,experimental|investigational,Anti-Bacterial Agents|Antimitotic Agents|Antineoplastic Agents|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)|Cytochrome P-450 Enzyme Inhibitors|Lactones|Macrolides|Mitosis Modulators|Polyketides|Tubulin Modulators,[H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1,448013
2838,DB03011,Adenosine-5'-(Dithio)Phosphate,small molecule,experimental,,[H][C@]1(COP(O)(S)=S)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)[C@]1([H])O,131704226
2839,DB03012,Phenylalanine-N-Sulfonamide,small molecule,experimental,,[H][C@@](CC1=CC=CC=C1)(NS(N)(=O)=O)C(O)=O,446382
2840,DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,small molecule,experimental,,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,439326
2841,DB03015,"6-hydroxy-1,6-dihydro purine nucleoside",small molecule,experimental,,[H]N1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1[C@H](O)N=CN2[H],5289205
2842,DB03016,CRA_1801,small molecule,experimental,,NC(=N)C1=CC2=C(C=C1)N=C(N2)C1=C(O)C=CC=N1,5326682
2843,DB03017,Lauric acid,small molecule,approved|experimental,Fatty Acids|Lipids,CCCCCCCCCCCC(O)=O,3893
2844,DB03018,"3,4-dimethylaniline",small molecule,experimental,Amines,CC1=CC=C(N)C=C1C,7248
2845,DB03019,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",small molecule,experimental,,NC1=NC=CC(=N1)C1=C(Cl)SC(Cl)=C1,447955
2846,DB03020,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide,small molecule,experimental,,NC(=O)C1=C[NH+]=CC(=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,444215
2847,DB03021,Ulapualide A,small molecule,experimental,Ionophores,[H]C(=C([H])C([H])(C)C([H])(OC(C)=O)[C@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)CCCC(=O)C[C@]([H])(C)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)OC)N(C)CO,131704227
2848,DB03022,"3-[2,6,8-Trioxo-9-[(2R,3S,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",small molecule,experimental,,[H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)N([H])C1=O,657023
2849,DB03023,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",small molecule,experimental,,CC(C)(C)N1[NH+]=C(C2=C1N=CN=C2N)C1=CC=C(Cl)C=C1,448171
2850,DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,small molecule,experimental,,[H][C@](C)(CC1=CSC(N)=N1)C=O,5288557
2851,DB03025,(S)-oct-1-en-3-ol,small molecule,experimental,,CCCCC[C@H](O)C=C,2724898
2852,DB03026,Phosphoglycolohydroxamic Acid,small molecule,experimental,,ONC(=O)COP(O)(O)=O,4797
2853,DB03028,1h-Benoximidazole-2-Carboxylic Acid,small molecule,experimental,,OC(=O)C1=NC2=CC=CC=C2N1,233240
2854,DB03030,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,small molecule,experimental,,CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1,446185
2855,DB03031,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide,small molecule,experimental,,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCNC(=O)C12CC3CC(CC(C3)C1)C2,447015
2856,DB03032,S-octylglutathione,small molecule,experimental,"Amino Acids, Peptides, and Proteins|Glutathione Transferase, antagonists & inhibitors|Oligopeptides|Peptides",CCCCCCCCSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,443115
2857,DB03033,4-methoxybenzenesulfinate,small molecule,experimental,,COC1=CC=C(C=C1)S([O-])=O,3952261
2858,DB03034,D-Levofloxacin,small molecule,experimental,OCT2 Inhibitors,C[C@@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,452723
2859,DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",small molecule,experimental,,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC(=C1C2=O)[N+]([O-])=O,4634231
2860,DB03037,Oxidized Acetyl Dithranol,small molecule,experimental,,OC(=O)CC1=C(O)C2=C(C=C1)C(=O)C1=C(C(O)=CC=C1)C2=O,3266379
2861,DB03038,LY341770,small molecule,experimental,,[H]N([H])C1=NC(=O)C2=C(N([H])C=C2CCC2=CC=C(C=C2)C(=O)N([H])[C@@H](CCC2=NN([H])N=N2)C(O)=O)N1[H],446552
2862,DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",small molecule,experimental,,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=CC=C1F,446239
2863,DB03040,Nitrilotriacetic acid,small molecule,experimental,"Acetates|Acids, Acyclic|Amino Acids, Peptides, and Proteins|Chelating Agents|Compounds used in a research, industrial, or household setting|Fatty Acids|Fatty Acids, Volatile|Lipids|Peptides|Sequestering Agents",OC(=O)CN(CC(O)=O)CC(O)=O,8758
2864,DB03041,UDP-alpha-D-glucuronic acid,small molecule,experimental,"Carbohydrates|Deoxyribonucleotides|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleoside Diphosphate Sugars|Nucleotides|Pyrimidine Nucleotides|Pyrimidines|Ribonucleotides|Uracil Nucleotides|Uridine Diphosphate|Uridine Diphosphate Sugars",O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O,17473
2865,DB03042,5-Phosphoarabinonic Acid,small molecule,experimental,,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)C(O)=O,191445
2866,DB03043,"(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid",small molecule,experimental,Selenium Compounds,[H][C@](N)(CC1=CNC2=C1C=C[Se]2)C(O)=O,15480321
2867,DB03044,Doramapimod,small molecule,investigational,Protein Kinase Inhibitors,CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C,156422
2868,DB03045,Pantothenyl-Aminoethanol-Acetate Pivalic Acid,small molecule,experimental,,CC(=O)OCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)C(C)(C)C,447720
2869,DB03046,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,small molecule,experimental,,COC1=CC=C2C=CC(=CC2=C1C1=CN(N=C1)S(C)(=O)=O)C(N)=N,5289529
2870,DB03047,L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine,small molecule,experimental,,[H]\C(C)=C(\[H])CCC([H])=C([H])CC\C([H])=C(/[H])CCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C([H])=C(/[H])C\C([H])=C(/[H])CCC,5288167
2871,DB03048,6-Carboxymethyluracil,small molecule,experimental,,OC(=O)CC1=CC(=O)NC(=O)N1,73271
2872,DB03049,S-Selanyl Cysteine,small molecule,experimental,Selenium Compounds,N[C@@H](CS[SeH])C(O)=O,17753926
2873,DB03051,(S)-2-Tetrahydrofuroic acid,small molecule,experimental,,OC(=O)[C@H]1CCCO1,2734707
2874,DB03052,Dazoxiben,small molecule,experimental,"Enzyme Inhibitors|Thromboxane-A Synthase, antagonists & inhibitors",OC(=O)C1=CC=C(OCCN2C=CN=C2)C=C1,53001
2875,DB03053,1-Aminocyclopropylphosphonate,small molecule,experimental,,NC1(CC1)[P@](O)([O-])=O,194762
2876,DB03054,Bromoform,small molecule,experimental,"Carcinogens|Hydrocarbons, Halogenated|Noxae|Teratogens|Toxic Actions",BrC(Br)Br,5558
2877,DB03056,4-Piperidino-Piperidine,small molecule,experimental,,C1CCN(CC1)C1CCNCC1,78607
2878,DB03057,Malonaldehyde,small molecule,experimental,Aldehydes,[H]C(=O)CC([H])=O,10964
2879,DB03058,2-Aminobenzyl alcohol,small molecule,experimental,Alcohols|Benzene Derivatives|Benzyl Compounds,NC1=CC=CC=C1CO,21439
2880,DB03059,Acetoacetyl-CoA,small molecule,experimental,"Adenine Nucleotides|Carbohydrates|Coenzymes|Enzymes and Coenzymes|Glycosides|Heterocyclic Compounds, Fused-Ring|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Purine Nucleotides|Purines|Ribonucleotides|Thioesters of coenzyme A",CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,92153
2881,DB03060,Sri-9662,small molecule,experimental,,COC1=CC(\C=C/C2=C(C)C3=C(N)N=C(N)N=C3N=C2)=C(OC)C=C1,446753
2882,DB03061,(R)-N-(1-Methyl-Hexyl)-Formamide,small molecule,experimental,,CCCCC[C@H](C)NC=O,5289037
2883,DB03062,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,small molecule,experimental,Dietary Supplements|Supplements,CN1C=CN=C1C(=O)C1=C(C)C2=C(O1)C=CC=C2OCCCNCC1=CN=CC=C1,446386
2884,DB03063,"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide",small molecule,experimental,,COC1=CC(=CC(OC)=C1OCC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC[C@@H]1CCC2OCOC2C1)C(=O)CCN1C(=O)C2=CC=CC=C2C1=O,131704228
2885,DB03064,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",small molecule,experimental,,CCCCCCCCCCC1=C(O)C(=O)NC1=O,54676715
2886,DB03065,7-Nitroindazole-2-Carboxamidine,small molecule,experimental,,NC(=N)N1C=C2C=CC=C(C2=N1)[N+]([O-])=O,1894
2887,DB03066,D-Lactic acid,small molecule,experimental,,C[C@@H](O)C(O)=O,61503
2888,DB03067,"4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",small molecule,experimental,,OC(=O)C1=C(C=C(OC2=C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)C=C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)C=C2)C=C1)C(O)=O,657141
2889,DB03068,Zebularine,small molecule,experimental,"Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleosides|Pyrimidine Nucleosides|Pyrimidines|Ribonucleosides",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC=NC1=O,100016
2890,DB03069,Cytidine-5'-diphospho-beta-D-xylose,small molecule,experimental,,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,449144
2891,DB03070,Selenazole-4-carboxyamide-adenine dinucleotide,small molecule,experimental,Selenium Compounds,[H]N([H])C(=O)C1=C[Se]C(=N1)[C@]1([H])O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O,444451
2892,DB03071,4-Methylidene-5-One,small molecule,experimental,,C[C@H](N)C1=NC(C)=C(O)N1CC(O)=O,17754076
2893,DB03072,"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone",small molecule,experimental,,CC1=CC=CC2=C1N=C(CCCN1CCC(=CC1)C1=CC=C(F)C=C1)NC2=O,448889
2894,DB03073,3-Methoxybenzamide,small molecule,experimental,"Acids, Carbocyclic|Amides|Benzene Derivatives|Benzoates|Enzyme Inhibitors|Poly(ADP-ribose) Polymerase Inhibitors",COC1=CC(=CC=C1)C(N)=O,98487
2895,DB03074,7-cyano-7-deazaguanine,small molecule,experimental,"Heterocyclic Compounds, Fused-Ring|Purines|Purinones|Xanthine derivatives",NC1=NC2=C(C(=CN2)C#N)C(=O)N1,446357
2896,DB03075,(Diphosphono)Aminophosphonic Acid,small molecule,experimental,,OP(O)(=O)N[P@](O)(=O)OP(O)(O)=O,447781
2897,DB03076,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide",small molecule,experimental,,CNC(=O)C1=CC=CC(CN2[C@H](COC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H](COC3=CC=CC=C3)N(CC3=CC=CC=C3)S2(=O)=O)=C1,445754
2898,DB03077,"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione",small molecule,experimental,,CCCOCCOCCOCCCNC1=C(N)C(=O)C1=O,4476954
2899,DB03078,PASBN,small molecule,experimental,,O[P@@](=O)(OCC1=CC=CC=C1)OC1=C(C=O)C=CC=C1,5289215
2900,DB03079,Alpha-Ribazole-5'-Phosphate Derivative,small molecule,experimental,,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=CC=CC=C23)[C@]([H])(O)[C@]1([H])O,446856
2901,DB03081,"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine",small molecule,experimental,,COC1=C(C)C(C)=C(C(C)=C1)S(=O)(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](CC1=CC=C(C=C1)C(N)=N)C(=O)N1CCCCC1,177837
2902,DB03082,6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,small molecule,experimental,,NCC1=CC=C(NC(=O)C2=CC(NC3=NC=CC=N3)=C3C=C(C=CC3=C2)C(N)=N)C=C1,448605
2903,DB03083,IC261,small molecule,experimental,"Benzene Derivatives|Heterocyclic Compounds, Fused-Ring|Phenols",COC1=CC(OC)=C(\C=C2\C(=O)NC3=CC=CC=C23)C(OC)=C1,5288600
2904,DB03084,"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",small molecule,experimental,,CCCN1C(=NC(=C1C1=CC=NC(NC2CC2)=N1)C1=CC=C(Cl)C(Cl)=C1)C1CCN(C)CC1,447872
2905,DB03085,Glycolic acid,small molecule,approved|investigational,"Acetates|Acids, Acyclic|Dermatologicals|Fatty Acids|Fatty Acids, Volatile|Hydroxy Acids|Keratolytic Agents|Lipids",OCC(O)=O,757
2906,DB03086,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",small molecule,experimental,,[H][C@@](N)(CC1CCCCC1)[C@]([H])(O)C(=O)NNC1=CC=C(C)C=C1,448288
2907,DB03087,2-(Sec-Butyl)Thiazole,small molecule,experimental,,CC[C@@H](C)C1=NC=CS1,5289510
2908,DB03088,Pidolic acid,small molecule,approved|investigational,"Acids, Acyclic|Alimentary Tract and Metabolism|Amino Acids|Amino Acids, Acidic|Amino Acids, Cyclic|Amino Acids, Dicarboxylic|Amino Acids, Peptides, and Proteins|Glutamates|Imines|Imino Acids|Mineral Supplements|Pyrrolidines|Pyrrolidinones",OC(=O)[C@@H]1CCC(=O)N1,7405
2909,DB03090,Ethylaminobenzylmethylcarbonyl Group,small molecule,experimental,,[H][C@@](CCCC)(N1CCN[C@]([H])(CC2=CC=CC=C2)C1=O)C(O)=O,131704229
2910,DB03091,Isoglutamine,small molecule,experimental,"Amino Acids|Amino Acids, Basic|Amino Acids, Diamino|Amino Acids, Neutral|Amino Acids, Peptides, and Proteins",N[C@@H](CCC(O)=O)C(N)=O,445883
